strategy,trade_date,last_signal_date,cash,market_value,total_equity,nav,position_count,gross_exposure,corporate_action_status,strict_ledger_frozen,ledger_eod_equity,ledger_reconciliation_error_bps,ledger_event_count,locked_count,buffer_kept_count,band_reweight_count,locked_value,candidate_count,executed,equity_before,max_total_positions,position_ratio,position_cap_skipped,cash_residual_ratio,intentional_cash_ratio,planned_cash_buffer_ratio,unexpected_cash_residual_ratio,planned_vs_filled_notional_gap,planned_vs_filled_share_gap,buy_order_shortfall_ratio,t1_not_tradable_reject_count,limit_block_reject_count
vls_mom_contrarian_v1_frozen,2025-01-03,,500000.0,0.0,500000.0,1.0,0,0.0,CORPORATE_ACTION_UNKNOWN_FAIL_CLOSED,1.0,500000.0,0.0,2,,,,,,,,,,,,,,,,,,,
vls_mom_contrarian_v1_frozen,2025-01-06,,500000.0,0.0,500000.0,1.0,0,0.0,CORPORATE_ACTION_UNKNOWN_FAIL_CLOSED,1.0,500000.0,0.0,4,,,,,,,,,,,,,,,,,,,
vls_mom_contrarian_v1_frozen,2025-01-07,,500000.0,0.0,500000.0,1.0,0,0.0,CORPORATE_ACTION_UNKNOWN_FAIL_CLOSED,1.0,500000.0,0.0,6,,,,,,,,,,,,,,,,,,,
vls_mom_contrarian_v1_frozen,2025-01-08,,500000.0,0.0,500000.0,1.0,0,0.0,CORPORATE_ACTION_UNKNOWN_FAIL_CLOSED,1.0,500000.0,0.0,8,,,,,,,,,,,,,,,,,,,
vls_mom_contrarian_v1_frozen,2025-01-09,,500000.0,0.0,500000.0,1.0,0,0.0,CORPORATE_ACTION_UNKNOWN_FAIL_CLOSED,1.0,500000.0,0.0,10,,,,,,,,,,,,,,,,,,,
vls_mom_contrarian_v1_frozen,2025-01-10,,500000.0,0.0,500000.0,1.0,0,0.0,CORPORATE_ACTION_UNKNOWN_FAIL_CLOSED,1.0,500000.0,0.0,12,,,,,,,,,,,,,,,,,,,
vls_mom_contrarian_v1_frozen,2025-01-13,,500000.0,0.0,500000.0,1.0,0,0.0,CORPORATE_ACTION_UNKNOWN_FAIL_CLOSED,1.0,500000.0,0.0,14,,,,,,,,,,,,,,,,,,,
vls_mom_contrarian_v1_frozen,2025-01-14,,500000.0,0.0,500000.0,1.0,0,0.0,CORPORATE_ACTION_UNKNOWN_FAIL_CLOSED,1.0,500000.0,0.0,16,,,,,,,,,,,,,,,,,,,
vls_mom_contrarian_v1_frozen,2025-01-15,,500000.0,0.0,500000.0,1.0,0,0.0,CORPORATE_ACTION_UNKNOWN_FAIL_CLOSED,1.0,500000.0,0.0,18,,,,,,,,,,,,,,,,,,,
vls_mom_contrarian_v1_frozen,2025-01-16,,500000.0,0.0,500000.0,1.0,0,0.0,CORPORATE_ACTION_UNKNOWN_FAIL_CLOSED,1.0,500000.0,0.0,20,,,,,,,,,,,,,,,,,,,
vls_mom_contrarian_v1_frozen,2025-01-17,,500000.0,0.0,500000.0,1.0,0,0.0,CORPORATE_ACTION_UNKNOWN_FAIL_CLOSED,1.0,500000.0,0.0,22,,,,,,,,,,,,,,,,,,,
vls_mom_contrarian_v1_frozen,2025-01-20,,500000.0,0.0,500000.0,1.0,0,0.0,CORPORATE_ACTION_UNKNOWN_FAIL_CLOSED,1.0,500000.0,0.0,24,,,,,,,,,,,,,,,,,,,
vls_mom_contrarian_v1_frozen,2025-01-21,,500000.0,0.0,500000.0,1.0,0,0.0,CORPORATE_ACTION_UNKNOWN_FAIL_CLOSED,1.0,500000.0,0.0,26,,,,,,,,,,,,,,,,,,,
vls_mom_contrarian_v1_frozen,2025-01-22,,500000.0,0.0,500000.0,1.0,0,0.0,CORPORATE_ACTION_UNKNOWN_FAIL_CLOSED,1.0,500000.0,0.0,28,,,,,,,,,,,,,,,,,,,
vls_mom_contrarian_v1_frozen,2025-01-23,,500000.0,0.0,500000.0,1.0,0,0.0,CORPORATE_ACTION_UNKNOWN_FAIL_CLOSED,1.0,500000.0,0.0,30,,,,,,,,,,,,,,,,,,,
vls_mom_contrarian_v1_frozen,2025-01-24,,500000.0,0.0,500000.0,1.0,0,0.0,CORPORATE_ACTION_UNKNOWN_FAIL_CLOSED,1.0,500000.0,0.0,32,,,,,,,,,,,,,,,,,,,
vls_mom_contrarian_v1_frozen,2025-01-27,,500000.0,0.0,500000.0,1.0,0,0.0,CORPORATE_ACTION_UNKNOWN_FAIL_CLOSED,1.0,500000.0,0.0,34,,,,,,,,,,,,,,,,,,,
vls_mom_contrarian_v1_frozen,2025-02-05,2025-01-27,42635.668826250054,452230.0,494865.66882625007,0.9897313376525001,10,0.9138439550123254,NO_ACTION_CONFIRMED,,494865.66882625007,0.0,54,0.0,0.0,0.0,0.0,10.0,10.0,500000.0,10.0,1.0,0.0,0.08540787600805412,0.0,0.0,0.08540787600805412,40237.53500000009,0.0,0.08091864985477408,0.0,0.0
vls_mom_contrarian_v1_frozen,2025-02-06,2025-02-05,42635.668826250054,461730.0,504365.66882625007,1.0087313376525002,10,0.9154667506900876,NO_ACTION_CONFIRMED,,504365.66882625007,0.0,54,10.0,0.0,0.0,452230.0,10.0,0.0,494865.66882625007,10.0,1.0,2.0,0.08608281124805912,0.0,0.0,0.08608281124805912,0.0,0.0,0.0,0.0,0.0
vls_mom_contrarian_v1_frozen,2025-02-07,2025-02-06,42635.668826250054,475744.0,518379.66882625007,1.0367593376525002,10,0.9177520427782428,NO_ACTION_CONFIRMED,,518379.66882625007,0.0,54,10.0,0.0,0.0,461730.0,10.0,0.0,504365.66882625007,10.0,1.0,3.0,0.08436981766309012,0.0,0.0,0.08436981766309012,0.0,0.0,0.0,0.0,0.0
vls_mom_contrarian_v1_frozen,2025-02-10,2025-02-06,42635.668826250054,491580.0,534215.66882625,1.0684313376525,10,0.9201901566834855,CORPORATE_ACTION_UNKNOWN_FAIL_CLOSED,1.0,534215.66882625,0.0,56,,,,,,,,,,,,,,,,,,,
vls_mom_contrarian_v1_frozen,2025-02-11,2025-02-06,42635.668826250054,491757.0,534392.66882625,1.0687853376525,10,0.9202165910698292,CORPORATE_ACTION_UNKNOWN_FAIL_CLOSED,1.0,534392.66882625,0.0,58,,,,,,,,,,,,,,,,,,,
vls_mom_contrarian_v1_frozen,2025-02-12,2025-02-11,42635.668826250054,497858.0,540493.66882625,1.0809873376525,10,0.9211171725307371,NO_ACTION_CONFIRMED,,540493.66882625,0.0,58,10.0,0.0,0.0,491757.0,10.0,0.0,534392.66882625,10.0,1.0,7.0,0.08001924733497041,0.0,0.0,0.08001924733497041,0.0,0.0,0.0,0.0,0.0
vls_mom_contrarian_v1_frozen,2025-02-13,2025-02-11,42635.668826250054,491740.0,534375.66882625,1.0687513376525,10,0.9202140529341488,CORPORATE_ACTION_UNKNOWN_FAIL_CLOSED,1.0,534375.66882625,0.0,60,,,,,,,,,,,,,,,,,,,
vls_mom_contrarian_v1_frozen,2025-02-14,2025-02-11,42635.668826250054,486883.0,529518.66882625,1.0590373376525,10,0.9194822178399154,CORPORATE_ACTION_UNKNOWN_FAIL_CLOSED,1.0,529518.66882625,0.0,62,,,,,,,,,,,,,,,,,,,
vls_mom_contrarian_v1_frozen,2025-02-17,2025-02-11,42635.668826250054,500067.0,542702.66882625,1.0854053376525,10,0.9214382547289443,CORPORATE_ACTION_UNKNOWN_FAIL_CLOSED,1.0,542702.66882625,0.0,64,,,,,,,,,,,,,,,,,,,
vls_mom_contrarian_v1_frozen,2025-02-18,2025-02-17,42635.668826250054,488501.0,531136.66882625,1.0622733376525,10,0.9197274989119658,NO_ACTION_CONFIRMED,,531136.66882625,0.0,64,10.0,0.0,0.0,500067.0,10.0,0.0,542702.66882625,10.0,1.0,8.0,0.07849376685020273,0.0,0.0,0.07849376685020273,0.0,0.0,0.0,0.0,0.0
vls_mom_contrarian_v1_frozen,2025-02-19,2025-02-17,42635.668826250054,495266.0,537901.66882625,1.0758033376525,10,0.9207370579100732,CORPORATE_ACTION_UNKNOWN_FAIL_CLOSED,1.0,537901.66882625,0.0,66,,,,,,,,,,,,,,,,,,,
vls_mom_contrarian_v1_frozen,2025-02-20,2025-02-17,42635.668826250054,500139.0,542774.66882625,1.0855493376525,10,0.921448676080537,CORPORATE_ACTION_UNKNOWN_FAIL_CLOSED,1.0,542774.66882625,0.0,68,,,,,,,,,,,,,,,,,,,
vls_mom_contrarian_v1_frozen,2025-02-21,2025-02-17,42635.668826250054,498363.0,540998.66882625,1.0819973376525,10,0.9211908064048433,CORPORATE_ACTION_UNKNOWN_FAIL_CLOSED,1.0,540998.66882625,0.0,70,,,,,,,,,,,,,,,,,,,
vls_mom_contrarian_v1_frozen,2025-02-24,2025-02-17,42635.668826250054,510306.0,552941.66882625,1.1058833376525001,10,0.9228930080151956,CORPORATE_ACTION_UNKNOWN_FAIL_CLOSED,1.0,552941.66882625,0.0,72,,,,,,,,,,,,,,,,,,,
vls_mom_contrarian_v1_frozen,2025-02-25,2025-02-24,42635.668826250054,499266.0,541901.66882625,1.0838033376525,10,0.9213221304178706,NO_ACTION_CONFIRMED,,541901.66882625,0.0,72,10.0,0.0,0.0,510306.0,10.0,0.0,552941.66882625,10.0,1.0,9.0,0.07814947175466154,0.0,0.0,0.07814947175466154,0.0,0.0,0.0,0.0,0.0
vls_mom_contrarian_v1_frozen,2025-02-26,2025-02-24,42635.668826250054,510156.0,552791.66882625,1.1055833376525,10,0.9228720850356177,CORPORATE_ACTION_UNKNOWN_FAIL_CLOSED,1.0,552791.66882625,0.0,74,,,,,,,,,,,,,,,,,,,
